Category,Date,Study,Study Link,Journal,Design,Sample,Study Population,Sample Text,Matches,Entry
Workplace distancing effect,2020-05-01,Impact of virus testing on COVID-19 case fatality rate: estimate using a fixed-effects model,https://doi.org/10.1101/2020.04.26.20080531,medrxiv,Other,2,"We conducted a retrospective study, with a prospective database, including the total of patients who were admitted to hospital and afterwards discharged, the total of casualties and the total of tests performed for screening COVID-19 infection (RT-PCR) by out-of-hospital medical laboratories.",9 We used two distinct samples: i) The all-department sample (AD sample) that includes 94 departments distributed across 12 regions; ii) The contiguous border department-pair sample (CBDP sample) that contains all the contiguous department pairs that straddle a region boundary.,"19, 20 A modeling from Singapore suggests that quarantining of infected individuals and their family members, school closure and workplace distancing could reduce the progression of the epidemic but is associated to a significant economic cost.",2020-05-12
Workplace distancing effect,2020-04-30,COVID-19 Control Strategies and Intervention Effects in Resource Limited Settings: A Modeling Study,https://doi.org/10.1101/2020.04.26.20079673,medrxiv,Modeling,185,"23, 25 We obtained age-specific hospitalization rates and mortality ratios among infected individuals from a recent analysis from China.","46, 47 We overcame this limitation by assuming that there already were about 185 infected individuals and that local transmission was under way when we began our model simulation.","Since a lockdown is already in place, we did not analyze the individual effect of school and workplace closures.

Physical distancing is estimated to be only 50% as effective as lockdown in reducing contacts.",2020-05-12
Workplace distancing effect,2020-04-30,"COVID-19 and the cardiovascular system: implications for risk assessment, diagnosis, and treatment options",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7197627/,Cardiovasc Res,Other,68,"Nineteen of them were discharged from the hospital within 2 weeks, as reported by China’s National Health Commission.","In an analysis of 68 fatal cases in Wuhan, 36 patients (53%) died of respiratory failure, 5 (7%) patients with myocardial damage died from circulatory failure, and 22 patients (33%) died from both.",Preventive measures (social distancing and social isolation) also increase cardiovascular risk.,2020-05-12
Workplace distancing effect,2020-04-29,Detection and isolation of asymptomatic individuals can make the difference in COVID-19 epidemic management,https://doi.org/10.1101/2020.04.23.20077255,medrxiv,Modeling,0,"For our model, we used the complete epidemiological data we found that referred to a subset of patients from China for which a similar criterion for COVID-19 testing and hospitalization than Argentina was used .",Attenuation factor for asymptomatic patients 0.,"We assumed that mitigation measures (case-isolation, general social distancing, banning of public gatherings, school closures) lower R0 to 2 and suppression measures (complete lockdown or quarantine of the whole population except for essential activities) could make R0≤1 .",2020-05-12
Workplace distancing effect,2020-04-28,A dynamic modeling tool for estimating healthcare demand from the COVID19 epidemic and evaluating population-wide interventions,https://doi.org/,ArXiv,Other,,We illustrate the tool using data from three regions of Chile.,We illustrate the tool using data from three regions of Chile.,"Population-wide social distancing by forced quarantine of all households and workplaces, and border closed to travel.",2020-05-12
Workplace distancing effect,2020-04-27,Size and timescale of epidemics in the SIR framework,https://doi.org/,ArXiv,Other,,"8 we plot epidemiological data for the cumulative number of detected infections against the numerical solutions to the A-SIR equations for these values of the parameters, and for initial data obtained also from the analysis of real data.","In this, there are two classes of infected and infective individuals, i.e.",Social distancing measures work on the reduction of α.,2020-05-01
Workplace distancing effect,2020-04-27,Proactive social distancing mitigates COVID-19 outbreaks within a month across 58 mainland China cities,https://doi.org/10.1101/2020.04.22.20075762,medrxiv,Other,20,"Using case data from online reports published by the China CDC and health commissions, we estimated the time elapsed between the first reported case in a city and successful containment of the outbreak .","We analyzed the speed of COVID-19 containment for 58 cities in Mainland China outside of Hebei Province with at least 20 confirmed cases by February 14, 2020 ( Figure 1 and Appendix Table S2 ).","In the absence of pharmaceutical prophylactic options, the primary means of COVID-19 control are social distancing interventions, including school closures, work restrictions, shelter-in-place measures and travel bans.",2020-05-12
Workplace distancing effect,2020-04-22,Impact of Social Distancing Measures on COVID-19 Healthcare Demand in Central Texas,https://doi.org/10.1101/2020.04.16.20068403,medrxiv,Modeling,5,"The US reported its first imported SARS-CoV-2 case from Wuhan on January 20, 2020 in Washington state , 6 and 40 days ahead of California and New York City , and its first locally-infected cases on February 28, 2020 .","Simulations began with five imported symptomatic cases in the 18-49 year-old age group on March 1, 2020 and update at 2.4-hour intervals.","The blue lines show increasing levels of social distancing interventions, from light to dark: school closures plus social distancing interventions that reduce non-household contacts by either 0%, 50%, 75% or 90%.",2020-05-01
Workplace distancing effect,2020-04-22,After the COVID-19 pandemic: returning to normalcy or returning to a new normal?,https://doi.org/10.1016/j.arth.2020.04.040,The Journal of Arthroplasty,Other,20,One of the more commonly-cited COVID-19 projection models is produced by the 26 Institute for Health Metrics and Evaluation at the University of Washington.,"It has also been shown that economically disadvantaged patients have 66 lower function and quality of life before and after total joint arthroplasty 18,19 and experience 67 higher risk for certain complications and use more resources after primary total joint 68 arthroplasty when compared with non-economically disadvantaged patients 20 .","1,2 In the United States, the COVID-19 pandemic has led to widespread social 11 distancing, shelter-in-place, and workplace closures.",2020-05-12
Workplace distancing effect,2020-04-22,Modeling the COVID-19 epidemic in Okinawa,https://doi.org/10.1101/2020.04.20.20071977,medrxiv,Modeling,1000,"We analyze current data on the COVID-19 spreading in Okinawa, Japan.","In Japan, during this period, there were on the order of 1000 confirmed cases.","The median effect on R t of measures such as school closure, increased social distancing and public events is rather moderate according to this analysis.",2020-05-01
Workplace distancing effect,2020-04-21,Social interventions can lower COVID-19 deaths in middle-income countries,https://doi.org/10.1101/2020.04.16.20063727,medrxiv,Modeling,1192028,We further used COVID-19 case data from Colombia to select the best set of parameters to fit this epidemiological model.,"As of April 4, 2020 , this pandemic has resulted in 1,192,028 confirmed cases and 64,316 deaths worldwide 5 .","We estimate that a combination of school closures, social distancing, and work distancing may reduce deaths by 97% with a trigger of action of 50 critical care admission in a day.",2020-05-01
Workplace distancing effect,2020-04-21,"The effect of inter-city travel restrictions on geographical spread of COVID-19: Evidence from Wuhan, China",https://doi.org/10.1101/2020.04.16.20067504,medrxiv,Modeling,,Methods: We estimated the number of infected travellers from Wuhan to other major cities in mainland China from November 2019 to March 2020 using previously estimated COVID-19 prevalence in Wuhan and publicly available mobility data.,16.20067504 doi: medRxiv preprint 10 Jan (01 Jan -17 Jan) 12 Jan (31 Dec -21 Jan) 14 Jan (31 Dec -23 Jan),"Local non-pharmaceutical interventions to reduce transmissibility (e.g., school and workplace closures) may have contributed more to the observed decrease in incidence in mainland China.",2020-04-24
Workplace distancing effect,2020-04-20,Factors determining the diffusion of COVID-19 and suggested strategy to prevent future accelerated viral infectivity similar to COVID,https://doi.org/10.1016/j.scitotenv.2020.138474,Science of The Total Environment,Other,944.70,"Sources of data are The Ministry of Health in Italy for epidemiological data (Ministero della Salute, 2020), Legambiente for data of air pollution deriving from the Regional Agencies for Environmental Protection in Italy, il Meteo for data of weather trend in 2019 based on meteorological stations of Italian province capitals, finally data from the Italian National Institute of Statistics for density of population concerning cities under study (ISTAT, 2020) .","In particular, hinterland cities with average higher number of days exceeding the limits set for PM10 (and a low intensity of wind speed) have a very high number of infected people on 7th April 2020 (arithmetic mean about 2200 infected, with average polluted days greater than 80), than coastal cities also having days of exceeding the limits set for PM10 or ozone but with high intensity of wind speed (arithmetic mean about 944.70 infected individuals, with about 60 average polluted days); moreover, cities having more than 100 days of air pollution (exceeding the limits set for PM10), they have a very high average number of infected people (about 3350 infected individuals, 7th April 2020), whereas cities having less than 100 days of air pollution, they have a lower average number of infected individuals (about 1014).","Of course, non-physical distancing and other long-run factors play a critical part in mitigating transmission dynamics of future epidemic similar to COVID-19, in particular when measures of physical distancing, school and store closures, workplace distancing, prohibition for crowded places are relaxed.

In addition, Italy applied non-pharmaceutical interventions based on physical distancing, school and store closures, workplace distancing, to avoid crowded places, similarly to measures applied to COVID-19 outbreak in Wuhan (cf., Prem et al., 2020) .",2020-04-24
Workplace distancing effect,2020-04-20,Data Driven Modeling of Projected Mitigation and Suppressing Strategy Interventions for SARS-COV 2 in Ghana,https://doi.org/,ArXiv,Modeling,6774,Data on mitigation and suppression were gathered from publicly available data of the ongoing COVID -19 epidemic.,"The ""Business as usual"" scenario projection (Figure 2 , Table 5 ) transmission ranges from 6,774 to 55,436 transmission cases with modal value of 6, 845 cases projected for 30 days in Ghana if mass testing of affected areas are carried out.","All households reduce contact outside household, school or workplace by 75%.",2020-05-01
Workplace distancing effect,2020-04-18,What are the Underlying Transmission Patterns of COVID-19 Outbreak? – An Age-specific Social Contact Characterization,https://doi.org/10.1016/j.eclinm.2020.100354,EClinicalMedicine,Retrospective observational,0,"The daily confirmed cases from Dec. 8 The demographic data of Wuhan, 14 Beijing, 15 Tianjin, 16 Hangzhou, 17 Suzhou, 18 and Shenzhen.",1 2 population into seven age-groups: 0-6 years old (children); 7-14 (primary and junior high school students); 15-17 (high school students); 18-22 (university students); 23-44 (young/middle-aged people); 45-64 years old (middle-aged/elderly people); and 65 or above (elderly people).,"Here the interventions refer to various social distancing measures, including quarantine of patients, closure of workplaces and schools, suspension of public transportation, and requirement for people to wear masks.",2020-04-24
Workplace distancing effect,2020-04-16,Cost-effectiveness Analysis of Antiepidemic Policies and Global Situation Assessment of COVID-19,https://doi.org/,ArXiv,Modeling,757,We collected the publicly announced epidemic control policies of all prefectures in China from January 23 to February 20.,"By January 10, 2020, there were 757 cases and 102 deaths in 113 cities of 20 provinces.","The measures include effective epidemiological control interventions, such as comprehensive testing and close contact tracing, and also aggressive social distancing measures, such as shutdown of schools, workplaces, and public transport, cancellation of events, and mass disease control education.

In-city social interaction control measures include work-from-home, shutdown of schools, workplaces, public transit, and public spaces, cancelation of public events, lockdown of residential neighborhood, etc.",2020-05-01
Workplace distancing effect,2020-04-15,Social network-based distancing strategies to flatten the COVID 19 curve in a post-lockdown world,https://doi.org/,ArXiv,Modeling,,"Panels A to D illustrate the successive, targeted contact reduction strategies, while the bar-graph depicts the distribution of distances of all individuals from one of the two highlighted infection sources.","Panels A and C depict two networks with different path lengths, each with one hypothetically infected COVID-19 seed node (purple square).","SARS-CoV), social distancing measures such as workplace closures, limitation on public gatherings, and travel restrictions were implemented.",2020-05-01
Workplace distancing effect,2020-04-15,Intervention strategies against COVID-19 and their estimated impact on Swedish healthcare capacity,https://doi.org/10.1101/2020.04.11.20062133,medrxiv,Modeling,1000000,Design: Individual-based transmission modelling using Swedish demographic and Geographical Information System data and conservative COVID-19 epidemiological parameters.,"Sweden is the largest Northern European country with a population of 10 million individuals, a relatively low population density of 25 individuals/km 2 and 3 large metropolitan areas:","School transmission is removed, workplace transmission is reduced by 75%.

Aggressive social distancing measures, such as adding household isolation or mandated social distancing can reduce this number by at least 50%.",2020-04-24
Workplace distancing effect,2020-04-14,Estimating cost-benefit of quarantine length for Covid-19 mitigation,https://doi.org/10.1101/2020.04.09.20059790,medrxiv,Modeling,,10 in contrast estimate R 0 at 2.2 based on a growth rate of 10 % per day in confirmed Corona cases in Wuhan prior to Jan. 4 .,"Methods: In this study, we propose an agent-based model of disease transmission in a society divided into closely connected families, workplaces, and social groups.","They show that an effective lockdown require both restrictions of the time spent in the workplace and in the public sphere, and measures that reduce infection probability by increased hygiene and physical distancing.

In the figure, we see that the effects of reducing workplace and social contacts are roughly of the same magnitude.",2020-04-24
Workplace distancing effect,2020-04-13,Prospects and limits of SIR-type Mathematical Models to Capture the COVID-19 Pandemic,https://doi.org/,ArXiv,Modeling,,We use the European Centre for Disease Prevention and Control as a data for the COVID-19 infected people for the period from December 31st 2019 to April 8th 2020.,"13 , where we found t 0 = 117 (κ = 0,2).",If the lockdown is started at a time less then t 0 the effect of such a social distancing is not significant.,2020-05-01
Workplace distancing effect,2020-04-11,Modeling layered non-pharmaceutical interventions against SARS-CoV-2 in the United States with Corvid,https://doi.org/10.1101/2020.04.08.20058487,medrxiv,Modeling,5,"We ran Corvid in a synthetic population based on 2000 US Census data for the Seattle metropolitan area, which we take to represent a typical large city in the US.","Purple diamonds are the five initial cases seeded on day 0, and these are the roots of the five transmission trees that comprise this outbreak.","When school, workplace, community-targeted NPIs and home isolation were in effect, R effective was 0.96.

When liberal leave, work-from-home, school closure, shelter-in-place, and home isolation were in effect at the levels described above, households infected 0.89 other households.",2020-04-17
Workplace distancing effect,2020-04-11,Evidence Based Management Guideline for the COVID-19 Pandemic - Review article,https://doi.org/10.1016/j.ijsu.2020.04.001,International Journal of Surgery,Other,72314,highlighted the extent of the outbreak with the World Health Organization (WHO) declaring the COVID-19 outbreak as a global emergency on 30th January 2020.,"Data from a report of 72,314 cases published by the Chinese Center for Disease Control and Prevention has revealed that the severity of clinical symptoms can vary between individuals (19) .","Social distancing for the entire population: All individuals are to practice social distancing as described above, this way reducing all household contacts by 75% and workplace contacts by 25%.",2020-04-17
Workplace distancing effect,2020-04-11,Two mechanisms for accelerated diffusion of COVID-19 outbreaks in regions with high intensity of population and polluting industrialization: the air pollution-to-human and human-to-human transmission dynamics,https://doi.org/10.1101/2020.04.06.20055657,medrxiv,Other,6,Days 2018 2020 2020 2019 2020 2020 2020 2020 2020,"6 Some studies show that in addition to human-to-human contact, ambient temperature is an important factor in the transmission and survival of coronaviruses as well as temperature variation and humidity may also be important factors affecting the COVID-19 mortality (Ma et al., 2020) .","Of course, non-physical distancing and other long-run factors play a critical part in mitigating transmission dynamics of future epidemic similar to COVID-19, in particular when measures of physical distancing, school and store closures, workplace distancing, prohibition for crowded places are relaxed.

In addition, Italy applied non-pharmaceutical interventions based on physical distancing, school and store closures, workplace distancing, to avoid crowded places, similarly to the COVID-19 outbreak in Wuhan (cf., Prem et al., 2020) .",2020-04-17
Workplace distancing effect,2020-04-10,The effectiveness of non-pharmaceutical interventions in containing epidemics: a rapid review of the literature and quantitative assessment,https://doi.org/10.1101/2020.04.06.20054197,medrxiv,Systematic review,3,"(Australian Government Department of Health, 2020 ; Center for Disease Control and Prevention, 2020 )).","The academic literature on environmental hygiene is limited with a recent systematic review identifying three studies (Xiao et al., 2020 ).","At the individual policy level, NPIs that reduce social interaction are most effective, in particular measures encouraging or requiring people to work at home, school closures and quarantine periods for those infected or potentially infected with the disease.

 estimated that a combination of school closures, case isolation, workplace non-attendance and limited community contact can reduce the final attack rate by 96% (i.e.",2020-04-17
Workplace distancing effect,2020-04-09,Preparing IR for COVID-19: The Singapore Experience,https://doi.org/10.1016/j.jvir.2020.03.021,Journal of Vascular and Interventional Radiology,Other,,Nonurgent procedures in patients suspected of infection or patients with confirmed COVID-19 infection are deferred until patients can be deisolated .,Nonurgent procedures in patients suspected of infection or patients with confirmed COVID-19 infection are deferred until patients can be deisolated (21) .,"At a higher level, social distancing measures such as school closures, work from home orders, and avoidance of large public gatherings may be mandated.",2020-04-17
Workplace distancing effect,2020-04-08,Measuring Emotions in the COVID-19 Real World Worry Dataset,https://doi.org/,ArXiv,Other,9,The data were collected on the 6th and 7th,We excluded nine participants who padded the long text with punctuation or excessive letter repetitions.,Participants also discussed the lockdown and social distancing measures.,2020-05-01
Workplace distancing effect,2020-04-08,Situation analysis and an insight into assessment of pandemic COVID-19,https://doi.org/10.1016/j.jtumed.2020.04.001,J Taibah Univ Med Sci,Other,1000,It is intended for use with upper and lower respiratory specimens collected from persons suspected of COVID-19.,"1,2 Regional statistics of World health organization depicts that Eastern Mediterranean region (EMRO) stands fourth in the rank of prevalence of confirmed cases of COVID-19 after Europe, Americas and Western pacific, with a total number of 66 thousand cases and 3592 deaths.","The public health actions taken to prevent the transmission of virus include social distancing of the entire population, home isolation of mild cases, household quarantine of their family members, travel restrictions, school closures, working from home and partial or complete lockdown.",2020-04-17
Workplace distancing effect,2020-04-06,"The effect of non-pharmaceutical interventions on COVID-19 cases, deaths and demand for hospital services in the UK: a modelling study",https://doi.org/10.1101/2020.04.01.20049908,medrxiv,Modeling,70,We calculated the age-specific case fatality ratio based on data from the COVID-19 outbreak in China and on the Diamond Princess cruise ship.,"On March 16th 2020, our group was advised that, supported by the results of modelling analyses from multiple sources (including our preliminary projections), a package of intensive interventions would be put in place, including a significant programme of social distancing, with a particular impact on leisure activities; workers being asked to work from home where possible; shielding of both elderly (70+) individuals and people in high-risk-groups of all ages; school closures; and self-isolation of symptomatic individuals.","The interventions we analysed were school closures; social distancing; shielding of the elderly; self-isolation of symptomatic individuals; and combinations of these policies ( Table 2 ).

k) Base School Closures Social Distancing Elderly Shielding Self-Isolation

Time to peak cases (weeks) Base 11 (8.2-16) School Closures 14 (10-25) Social Distancing 19 (11-28) Elderly Shielding 14 (9.2-21) Self-Isolation 14 (10-25) Combination 22 (16-36)",2020-04-10
Workplace distancing effect,2020-04-06,A Contribution to the Mathematical Modeling of the Corona/COVID-19 Pandemic,https://doi.org/10.1101/2020.04.01.20050229,medrxiv,Modeling,,We use the European Centre for Disease Prevention and Control as a data for the COVID-19 infected people for the period from December 31st 2019 to April 8th 2020.,"19 , where we found t 0 = 106 (κ = 0,2).",If the lockdown is started at a time less then t 0 the effect of such a social distancing is not significant.,2020-04-24
Workplace distancing effect,2020-04-03,Impact of school closures for COVID-19 on the US health-care workforce and net mortality: a modelling study,https://doi.org/10.1016/s2468-2667(20)30082-7,The Lancet Public Health,Modeling,1000000,We accessed the data through the Integrated Public Use Microdata.,"Findings Between January, 2018, and January, 2020, the US Current Population Survey included information on more than 3·1 million individuals across 1·3 million households.","Social distancing, including school closures, can reduce the number of COVID-19 cases.",2020-04-10
Workplace distancing effect,2020-04-01,Transmission Dynamics of COVID-19 and Impact on Public Health Policy,https://doi.org/10.1101/2020.03.29.20047035,medrxiv,Modeling,1,"01 02 03 04 05 06 07 08 09 10 11 Cases 204 346 602 763 977 1261 1766 2337 3150 3736 4212 Day 12 13 14 15 16 17 18 19 20 21 22 Cases 4812 5328 5766 6284 6767 7134 7382 7513 7755 7869 7979 Day 23 24 25 26 27 28 29 30 31 32 33 Cases 8086 8162 8236 8320 8413 8565 8652 8799 8897 8961 9037 This data has to be fitted to a curve for w(t), obtained from our model .","01 02 03 04 05 06 07 08 09 10 11 Cases 204 346 602 763 977 1261 1766 2337 3150 3736 4212 Day 12 13 14 15 16 17 18 19 20 21 22 Cases 4812 5328 5766 6284 6767 7134 7382 7513 7755 7869 7979 Day 23 24 25 26 27 28 29 30 31 32 33 Cases 8086 8162 8236 8320 8413 8565 8652 8799 8897 8961 9037 This data has to be fitted to a curve for w(t), obtained from our model (7) .","A mathematical analysis of the consequences of public health policy is Reference which predicts the effects of various kinds of social distancing measures such as school closures and social isolation of the high-risk senior citizens.

Such interventions include adopting hygienic measures, social distancing, travel restrictions, quarantine and case isolation.",2020-04-10
Workplace distancing effect,2020-03-31,Pandemic Politics: Timing State-Level Social Distancing Responses to COVID-19,https://doi.org/10.1101/2020.03.30.20046326,medrxiv,Modeling,10,"We study state social distancing measures enacted over the period from the first reported case of transmission in the US on 26 February 2020 up through 23 March 2020, at which point all states had at least one social distancing policy.","30.20046326 doi: medRxiv preprint pandemic politics · Adolph, Amano, Bang-Jensen, Fullman & Wilkerson measures, including whether the state had ten or more confirmed cases, but found substantively similar results.","Baseline hazards are stratified across the five pooled social distancing measures: recommendations and restrictions on gatherings, school closures, restaurant restrictions, non-essential business closures, and stay-at-home orders.",2020-04-03
Workplace distancing effect,2020-03-30,Which Measures are Effective in Containing COVID-19? Empirical Research Based on Prevention and Control Cases in China,https://doi.org/10.1101/2020.03.28.20046110,medrxiv,Other,,"The time span of the data we use is from January 1, 2020 to February 10, 2020.",The results are shown in Table 9 .,"Some less drastic, but quite effective and more frequently used measures of social distancing include canceling mass gatherings, school, and workplace closures, travel restrictions, etc.

In addition, the coefficient of social distancing is larger, indicating that the effect of social distancing measures are better than that of traffic control.",2020-04-03
Workplace distancing effect,2020-03-26,Age-structured impact of social distancing on the COVID-19 epidemic in India,https://doi.org/,ArXiv,Modeling,1,Data sources: The data of infected people is obtained from the website Worldometers .,"Cases 1 through 4 correspond, respectively, to panels (a) through (d) of Fig.4 .","The impact of social distancing measures - workplace non-attendance, school closure, lockdown - and their efficacy with durations are then investigated.

Social distancing model : We model large-scale social distancing measures by time-dependent controls u W (t), u S (t) and u O (t) imposed on the non-household contacts, leading to the time-dependent contact matrix",2020-05-01
Workplace distancing effect,2020-03-23,Scientific and ethical basis for social-distancing interventions against COVID-19,https://doi.org/10.1016/s1473-3099(20)30190-0,The Lancet Infectious Diseases,Modeling,,"On Dec 31, 2019, the WHO China Country Office received notice of a cluster of pneumonia cases of unknown aetiology in the Chinese city of Wuhan, Hubei province.","The authors considered three infectivity scenarios (basic reproduction number [R 0 ] of 1•5, 2•0, or 2•5) and assumed between 7•5% and 50•0% of infections were asymptomatic.",The interventions were quarantine with or without school closure and workplace distancing (whereby 50% of workers telecommute).,2020-03-27
Workplace distancing effect,2020-03-23,The Effectiveness of Social Distancing in Mitigating COVID-19 Spread: a modelling analysis,https://doi.org/10.1101/2020.03.20.20040055,medrxiv,Modeling,~200,"Methods Using COVID19 transmission data from the outbreak source in Hubei Province, China, collected prior to activation of containment measures, we adapted an established individual based simulation model of the city of Newcastle, Australia, population 272,409.","As an example, the daily peak in the 70% community contact reduction intervention of ~200 elderly individuals includes both symptomatic and asymptomatic cases, this may reduce to the order of 150 ill elderly.","Four distinct social distancing measures are available to health authorities: a) school closure; b) workplace closure and non-attendance; b) case isolation; d) reduced community-wide contact.

Findings The application of all four social distancing interventions: school closure, workplace non-attendance, increased case isolation, and community contact reduction is highly effective in flattening the epidemic curve, reducing the maximum daily case numbers, and lengthening outbreak duration.

With a more rigorous intervention strategy involving school closure, increased case isolation, 90% workplace nonattendance and a 70% reduction in community-wide contact an even greater reduction may be achieved.",2020-03-27
Workplace distancing effect,2020-03-23,Interventions to mitigate early spread of SARS-CoV-2 in Singapore: a modelling study,https://doi.org/10.1016/s1473-3099(20)30162-6,The Lancet Infectious Diseases,Modeling,3,"We searched PubMed from database inception to Feb 26, 2020, for articles using the search terms ""Wuhan coronavirus"", ""COVID-19"", ""SARS-CoV-2"", ""2019-nCoV"", and ""coronavirus interventions"".",Our search yielded three relevant articles.,"This study is the first to investigate the use of isolation for individuals with COVID-19 and quarantine of family members, school closures, and workplace distancing as interventions for the immediate control of COVID-19 in the event of secondary local transmission using a simulation model.

These scenarios included isolation measures for infected individuals and quarantining of family members (hereafter referred to as quarantine); quarantine plus school closure; quarantine plus workplace distancing; and quarantine, school closure, and workplace distancing (hereafter referred to as the combined intervention).

Interpretation Implementing the combined intervention of quarantining infected individuals and their family members, workplace distancing, and school closure once community transmission has been detected could substantially reduce the number of SARS-CoV-2 infections.

We found that a combined approach (incorporating quarantine, school closures, and workplace distancing) could prevent a national outbreak at low levels of infectivity and reduce the number of total infections considerably at higher levels of infectivity.",2020-04-03
Workplace distancing effect,2020-03-19,A COVID-19 Epidemiological Model for Community and Policy Maker Use,https://doi.org/,ArXiv,Modeling,1700,"During the initial spread of the disease, there is one death per 1700 cases, indicating that the epidemic may be underestimated even more when it spreads rapidly.","During the initial spread of the disease, there is one death per 1700 cases, indicating that the epidemic may be underestimated even more when it spreads rapidly.",First the effect of effectiveness of the social distancing intervention is calculated.,2020-05-12
Workplace distancing effect,2020-03-16,Impact of self-imposed prevention measures and short-term government intervention on mitigating and delaying a COVID-19 epidemic,https://doi.org/10.1101/2020.03.12.20034827,medrxiv,Modeling,10,"  epidemic in Hubei, China, January and February 2020; 2020.","In the main analyses, government-imposed social distancing was 179 initiated when 10 individuals got diagnosed and was lifted after 3 months.",Short-term government-imposed social distancing 160 Governments may decide to promote social distancing policies through interventions such as school and workplace 161 closures or by issuing a ban on large gatherings.,2020-04-03
Workplace distancing effect,2020-03-16,COVID-19: The First Public Coronavirus Twitter Dataset,https://doi.org/,ArXiv,Other,,"In this paper, we describe a multilingual coronavirus (COVID-19) Twitter dataset that we have been continuously collecting since January 22, 2020.","In this paper, we describe a multilingual coronavirus (COVID-19) Twitter dataset that we have been continuously collecting since January 22, 2020.","Social distancing measures, travel bans, self-quarantines, and business closures are changing the very fabric of societies worldwide.",2020-05-01
Workplace distancing effect,2020-03-15,"Day Level Forecasting for Coronavirus Disease (COVID-19) Spread: Analysis, Modeling and Recommendations",https://doi.org/,ArXiv,Modeling,10000,1/24/2020 1/26/2020 1/28/2020 1/30/2020 2/1/2020 2/3/2020 2/5/2020 2/7/2020 2/9/2020 2/11/2020 2/13/2020 2/15/2020 2/17/2020 2/19/2020 2/21/2020 2/23/2020 2/25/2020 2/27/2020 2/29/2020 3/2/2020 3/4/2020 3/6/2020 3/8/2020 3/10/2020 Cases Exponential scale 1 10 100 1000 10000 100000 1/22/2020 1/24/2020 1/26/2020 1/28/2020 1/30/2020 2/1/2020 2/3/2020 2/5/2020 2/7/2020 2/9/2020 2/11/2020 2/13/2020 2/15/2020 2/17/2020 2/19/2020 2/21/2020 2/23/2020 2/25/2020 2/27/2020 2/29/2020 3/2/2020 3/4/2020 3/6/2020 3/8/2020 3/10/2020,"-During 13 days from 18/2/2020 to 1/3/2020, the cases jumped from 1000 to 10000 cases outside China.","The restrictions on travel and public gatherings, and closing of schools, universities, and workplaces (""Social Distancing"") is the current possible way to decrease E and P.",2020-05-01
Workplace distancing effect,2020-03-13,"The 2019 coronavirus: Learning curves, lessons, and the weakest link",https://doi.org/10.1111/ijcp.13488,Int J Clin Pract,Other,72,"After the 2019-nCoV was isolated on January 7, 2020, its sequence was published on January 12, 2020.","54, 55 In Italy, even though entry screening was conducted at two international airports, none of the 72 individuals, including four probable SARS cases, that were admitted for clinical evaluation, were referred to the hospitals by airport authorities.","Quarantines are one of the non-pharmaceutical interventions, which also include personal hygiene measures, cancellation of mass gatherings and public events, school and workplace closure, and travel restrictions.",2020-04-24
Workplace distancing effect,2020-03-13,The Impact of School Closure for COVID-19 on the US Healthcare Workforce and the Net Mortality Effects,https://doi.org/10.1101/2020.03.09.20033415,medrxiv,Other,1000000,We access the data via the Integrated Public Use Microdata.,"10 We use the recent dataset, which includes information on just over 3 million individuals spread across 1.25 million households between January 2018-2020.","Social distancing, including school closures, can limit COVID-19 cases.",2020-03-27
Workplace distancing effect,2020-03-12,"The effect of control strategies that reduce social mixing on outcomes of the COVID-19 epidemic in Wuhan, China",https://doi.org/10.1101/2020.03.09.20033050,medrxiv,Modeling,200,We included the latest estimates of epidemic parameters from a transmission model fitted to data on local and internationally exported cases from Wuhan in the age-structured epidemic framework.,"Each simulation started with 200 or 2000 infectious individuals + , 16 with the rest of the population being in the susceptible state.","Extreme social distancing measures, including school closures, workplace closures, and avoiding any public gatherings all at once, can push the transmission to households leading to increased clustering in .",2020-03-27
